#TYPE Deserialized.System.Management.ManagementObject#root\cimv2\Win32_Service
"PSComputerName","RunspaceId","PSShowComputerName","__GENUS","__CLASS","__SUPERCLASS","__DYNASTY","__RELPATH","__PROPERTY_COUNT","__DERIVATION","__SERVER","__NAMESPACE","__PATH","AcceptPause","AcceptStop","Caption","CheckPoint","CreationClassName","DelayedAutoStart","Description","DesktopInteract","DisplayName","ErrorControl","ExitCode","InstallDate","Name","PathName","ProcessId","ServiceSpecificExitCode","ServiceType","Started","StartMode","StartName","State","Status","SystemCreationClassName","SystemName","TagId","WaitHint"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""PcaSvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""PcaSvc""","False","True","Program Compatibility Assistant Service","0","Win32_Service","False","This service provides support for the Program Compatibility Assistant (PCA).  PCA monitors programs installed and run by the user and detects known compatibility problems. If this service is stopped, PCA will not function properly.","False","Program Compatibility Assistant Service","Normal","0",,"PcaSvc","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","440","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Power""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""Power""","False","False","Power","0","Win32_Service","False","Manages power policy and power policy notification delivery.","False","Power","Normal","0",,"Power","C:\Windows\system32\svchost.exe -k DcomLaunch","820","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""ProfSvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""ProfSvc""","False","True","User Profile Service","0","Win32_Service","False","This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them.","False","User Profile Service","Normal","0",,"ProfSvc","C:\Windows\system32\svchost.exe -k netsvcs","1380","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""QEMU-GA""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""QEMU-GA""","False","True","QEMU Guest Agent","0","Win32_Service","False","QEMU Guest Agent","False","QEMU Guest Agent","Ignore","0",,"QEMU-GA","""C:\Program Files\Qemu-ga\qemu-ga.exe"" -d","2496","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""RemoteRegistry""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""RemoteRegistry""","False","False","Remote Registry","0","Win32_Service","False","Enables remote users to modify registry settings on this computer. If this service is stopped, the registry can be modified only by users on this computer. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Remote Registry","Normal","0",,"RemoteRegistry","C:\Windows\system32\svchost.exe -k localService","0","0","Share Process","False","Auto","NT AUTHORITY\LocalService","Stopped","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""RpcEptMapper""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""RpcEptMapper""","False","False","RPC Endpoint Mapper","0","Win32_Service","False","Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.","False","RPC Endpoint Mapper","Normal","0",,"RpcEptMapper","C:\Windows\system32\svchost.exe -k RPCSS","876","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""RpcSs""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""RpcSs""","False","False","Remote Procedure Call (RPC)","0","Win32_Service","False","The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.","False","Remote Procedure Call (RPC)","Normal","0",,"RpcSs","C:\Windows\system32\svchost.exe -k rpcss","876","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""SamSs""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""SamSs""","False","False","Security Accounts Manager","0","Win32_Service","False","The startup of this service signals other services that the Security Accounts Manager (SAM) is ready to accept requests.  Disabling this service will prevent other services in the system from being notified when the SAM is ready, which may in turn cause those services to fail to start correctly. This service should not be disabled.","False","Security Accounts Manager","Normal","0",,"SamSs","C:\Windows\system32\lsass.exe","640","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Schedule""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""Schedule""","False","True","Task Scheduler","0","Win32_Service","False","Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled, these tasks will not be run at their scheduled times. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Task Scheduler","Normal","0",,"Schedule","C:\Windows\system32\svchost.exe -k netsvcs","1380","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""SENS""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""SENS""","False","True","System Event Notification Service","0","Win32_Service","False","Monitors system events and notifies subscribers to COM+ Event System of these events.","False","System Event Notification Service","Normal","0",,"SENS","C:\Windows\system32\svchost.exe -k netsvcs","1380","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""ShellHWDetection""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""ShellHWDetection""","False","True","Shell Hardware Detection","0","Win32_Service","False","Provides notifications for AutoPlay hardware events.","False","Shell Hardware Detection","Ignore","0",,"ShellHWDetection","C:\Windows\System32\svchost.exe -k netsvcs","1380","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Spooler""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""Spooler""","False","True","Print Spooler","0","Win32_Service","False","This service spools print jobs and handles interaction with the printer.  If you turn off this service, you won?t be able to print or see your printers.","True","Print Spooler","Normal","0",,"Spooler","C:\Windows\System32\spoolsv.exe","2288","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""sppsvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""sppsvc""","False","False","Software Protection","0","Win32_Service","True","Enables the download, installation and enforcement of digital licenses for Windows and Windows applications. If the service is disabled, the operating system and licensed applications may run in a notification mode. It is strongly recommended that you not disable the Software Protection service.","False","Software Protection","Normal","0",,"sppsvc","C:\Windows\system32\sppsvc.exe","0","0","Own Process","False","Auto","NT AUTHORITY\NetworkService","Stopped","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""SSDPSRV""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""SSDPSRV""","False","True","SSDP Discovery","0","Win32_Service","False","Discovers networked devices and services that use the SSDP discovery protocol, such as UPnP devices. Also announces SSDP devices and services running on the local computer. If this service is stopped, SSDP-based devices will not be discovered. If this service is disabled, any services that explicitly depend on it will fail to start.","False","SSDP Discovery","Normal","0",,"SSDPSRV","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","2476","0","Share Process","True","Auto","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""SystemEventsBroker""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""SystemEventsBroker""","False","True","System Events Broker","0","Win32_Service","False","Coordinates execution of background work for WinRT application. If this service is stopped or disabled, then background work might not be triggered.","False","System Events Broker","Normal","0",,"SystemEventsBroker","C:\Windows\system32\svchost.exe -k DcomLaunch","820","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Themes""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""Themes""","False","True","Themes","0","Win32_Service","False","Provides user experience theme management.","False","Themes","Normal","0",,"Themes","C:\Windows\System32\svchost.exe -k netsvcs","1380","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""tiledatamodelsvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""tiledatamodelsvc""","False","True","Tile Data model server","0","Win32_Service","False","Tile Server for tile updates.","False","Tile Data model server","Normal","0",,"tiledatamodelsvc","C:\Windows\system32\svchost.exe -k appmodel","2492","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""UALSVC""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""UALSVC""","False","True","User Access Logging Service","0","Win32_Service","True","This service logs unique client access requests, in the form of IP addresses and user names, of installed products and roles on the local server. This information can be queried, via Powershell, by administrators needing to quantify client demand of server software for offline Client Access License (CAL) management. If the service is disabled, client requests will not be logged and will not be retrievable via Powershell queries. Stopping the service will not affect query of historical data (see supporting documentation for steps to delete historical data). The local system administrator must consult his, or her, Windows Server license terms to determine the number of CALs that are required for the server software to be appropriately licensed; use of the UAL service and data does not alter this obligation.","False","User Access Logging Service","Normal","0",,"UALSVC","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","440","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""UserManager""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""UserManager""","False","True","User Manager","0","Win32_Service","False","User Manager provides the runtime components required for multi-user interaction.  If this service is stopped, some applications may not operate correctly.","False","User Manager","Normal","0",,"UserManager","C:\Windows\system32\svchost.exe -k netsvcs","1380","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""W32Time""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""W32Time""","False","True","Windows Time","0","Win32_Service","False","Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Windows Time","Normal","0",,"W32Time","C:\Windows\system32\svchost.exe -k LocalService","692","0","Share Process","True","Auto","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WbioSrvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""WbioSrvc""","False","False","Windows Biometric Service","0","Win32_Service","False","The Windows biometric service gives client applications the ability to capture, compare, manipulate, and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process.","False","Windows Biometric Service","Normal","0",,"WbioSrvc","C:\Windows\system32\svchost.exe -k WbioSvcGroup","0","0","Share Process","False","Auto","LocalSystem","Stopped","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Wcmsvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""Wcmsvc""","False","True","Windows Connection Manager","0","Win32_Service","False","Makes automatic connect/disconnect decisions based on the network connectivity options currently available to the PC and enables management of network connectivity based on Group Policy settings.","False","Windows Connection Manager","Normal","0",,"Wcmsvc","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","1528","0","Own Process","True","Auto","NT Authority\LocalService","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WinDefend""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""WinDefend""","False","True","Windows Defender Service","0","Win32_Service","False","Helps protect users from malware and other potentially unwanted software","False","Windows Defender Service","Normal","0",,"WinDefend","""C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1910.4-0\MsMpEng.exe""","2560","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Winmgmt""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""Winmgmt""","True","True","Windows Management Instrumentation","0","Win32_Service","False","Provides a common interface and object model to access management information about operating system, devices, applications and services. If this service is stopped, most Windows-based software will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Windows Management Instrumentation","Ignore","0",,"Winmgmt","C:\Windows\system32\svchost.exe -k netsvcs","1380","0","Share Process","True","Auto","localSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WinRM""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""WinRM""","False","True","Windows Remote Management (WS-Management)","0","Win32_Service","False","Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The WinRM Service needs to be configured with a listener using winrm.cmd command line tool or through Group Policy in order for it to listen over the network. The WinRM service provides access to WMI data and enables event collection. Event collection and subscription to events require that the service is running. WinRM messages use HTTP and HTTPS as transports. The WinRM service does not depend on IIS but is preconfigured to share a port with IIS on the same machine.  The WinRM service reserves the /wsman URL prefix. To prevent conflicts with IIS, administrators should ensure that any websites hosted on IIS do not use the /wsman URL prefix.","False","Windows Remote Management (WS-Management)","Normal","0",,"WinRM","C:\Windows\System32\svchost.exe -k NetworkService","1056","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WLMS""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""WLMS""","False","False","Windows Licensing Monitoring Service","0","Win32_Service","False","This service monitors the Windows software license state.","False","Windows Licensing Monitoring Service","Critical","0",,"WLMS","C:\Windows\system32\wlms\wlms.exe","2552","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WpnService""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""WpnService""","False","True","Windows Push Notifications System Service","0","Win32_Service","False","This service runs in session 0 and hosts the notification platform and connection provider which handles the connection between the device and WNS server.","False","Windows Push Notifications System Service","Normal","0",,"WpnService","C:\Windows\system32\svchost.exe -k netsvcs","1380","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""CDPUserSvc_31cf9a5""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""CDPUserSvc_31cf9a5""","False","True","CDPUserSvc_31cf9a5","0","Win32_Service","False",,"False","CDPUserSvc_31cf9a5","Normal","0",,"CDPUserSvc_31cf9a5","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","5080","0","Unknown","True","Auto",,"Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSDC1","ab304111-68d7-406f-a929-7cf811be033c","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""OneSyncSvc_31cf9a5""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSDC1","root\cimv2","\\ILCSDC1\root\cimv2:Win32_Service.Name=""OneSyncSvc_31cf9a5""","False","True","Sync Host_31cf9a5","0","Win32_Service","True","This service synchronizes mail, contacts, calendar and various other user data. Mail and other applications dependent on this functionality will not work properly when this service is not running.","False","Sync Host_31cf9a5","Ignore","0",,"OneSyncSvc_31cf9a5","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","5080","0","Unknown","True","Auto",,"Running","OK","Win32_ComputerSystem","ILCSDC1","0","0"
"ILCSINFWDS1","99a52cff-5523-4a5c-bd16-48a73dae6424","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""AppHostSvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSINFWDS1","root\cimv2","\\ILCSINFWDS1\root\cimv2:Win32_Service.Name=""AppHostSvc""","True","True","Application Host Helper Service","0","Win32_Service","False","Provides administrative services for IIS, for example configuration history and Application Pool account mapping. If this service is stopped, configuration history and locking down files or directories with Application Pool specific Access Control Entries will not work.","False","Application Host Helper Service","Normal","0",,"AppHostSvc","C:\Windows\system32\svchost.exe -k apphost","1796","0","Share Process","True","Auto","localSystem","Running","OK","Win32_ComputerSystem","ILCSINFWDS1","0","0"
"ILCSINFWDS1","99a52cff-5523-4a5c-bd16-48a73dae6424","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""BFE""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSINFWDS1","root\cimv2","\\ILCSINFWDS1\root\cimv2:Win32_Service.Name=""BFE""","False","True","Base Filtering Engine","0","Win32_Service","False","The Base Filtering Engine (BFE) is a service that manages firewall and Internet Protocol security (IPsec) policies and implements user mode filtering. Stopping or disabling the BFE service will significantly reduce the security of the system. It will also result in unpredictable behavior in IPsec management and firewall applications.","False","Base Filtering Engine","Normal","0",,"BFE","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork","1116","0","Share Process","True","Auto","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","ILCSINFWDS1","0","0"
"ILCSINFWDS1","99a52cff-5523-4a5c-bd16-48a73dae6424","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""BITS""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSINFWDS1","root\cimv2","\\ILCSINFWDS1\root\cimv2:Win32_Service.Name=""BITS""","False","True","Background Intelligent Transfer Service","0","Win32_Service","True","Transfers files in the background using idle network bandwidth. If the service is disabled, then any applications that depend on BITS, such as Windows Update or MSN Explorer, will be unable to automatically download programs and other information.","False","Background Intelligent Transfer Service","Normal","0",,"BITS","C:\Windows\System32\svchost.exe -k netsvcs","1148","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSINFWDS1","0","0"
"ILCSINFWDS1","99a52cff-5523-4a5c-bd16-48a73dae6424","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""BrokerInfrastructure""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSINFWDS1","root\cimv2","\\ILCSINFWDS1\root\cimv2:Win32_Service.Name=""BrokerInfrastructure""","False","False","Background Tasks Infrastructure Service","0","Win32_Service","False","Windows infrastructure service that controls which background tasks can run on the system.","False","Background Tasks Infrastructure Service","Normal","0",,"BrokerInfrastructure","C:\Windows\system32\svchost.exe -k DcomLaunch","724","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSINFWDS1","0","0"
"ILCSINFWDS1","99a52cff-5523-4a5c-bd16-48a73dae6424","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""CDPSvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSINFWDS1","root\cimv2","\\ILCSINFWDS1\root\cimv2:Win32_Service.Name=""CDPSvc""","False","True","Connected Devices Platform Service","0","Win32_Service","True","This service is used for Connected Devices and Universal Glass scenarios","False","Connected Devices Platform Service","Normal","0",,"CDPSvc","C:\Windows\system32\svchost.exe -k LocalService","88","0","Share Process","True","Auto","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","ILCSINFWDS1","0","0"
"ILCSINFWDS1","99a52cff-5523-4a5c-bd16-48a73dae6424","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""CoreMessagingRegistrar""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSINFWDS1","root\cimv2","\\ILCSINFWDS1\root\cimv2:Win32_Service.Name=""CoreMessagingRegistrar""","False","False","CoreMessaging","0","Win32_Service","False","Manages communication between system components.","False","CoreMessaging","Normal","0",,"CoreMessagingRegistrar","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork","1116","0","Share Process","True","Auto","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","ILCSINFWDS1","0","0"
"ILCSINFWDS1","99a52cff-5523-4a5c-bd16-48a73dae6424","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""CryptSvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSINFWDS1","root\cimv2","\\ILCSINFWDS1\root\cimv2:Win32_Service.Name=""CryptSvc""","False","True","Cryptographic Services","0","Win32_Service","False","Provides three management services: Catalog Database Service, which confirms the signatures of Windows files and allows new programs to be installed; Protected Root Service, which adds and removes Trusted Root Certification Authority certificates from this computer; and Automatic Root Certificate Update Service, which retrieves root certificates from Windows Update and enable scenarios such as SSL. If this service is stopped, these management services will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Cryptographic Services","Normal","0",,"CryptSvc","C:\Windows\system32\svchost.exe -k NetworkService","388","0","Share Process","True","Auto","NT Authority\NetworkService","Running","OK","Win32_ComputerSystem","ILCSINFWDS1","0","0"
